rozmiar;kopiec;lista;tablica
627;1.7552;1.4666;6.7608
628;1.83447;1.38273;6.7094
629;1.82993;1.39673;6.70947
630;1.81573;1.43407;6.71873
631;1.746;1.42933;6.76073
632;1.83907;1.4016;6.66747
633;1.82053;1.299;6.69087
634;1.89047;1.35033;6.85853
635;1.85307;1.33633;6.95607
636;1.7878;1.35493;6.7374
637;1.825;1.3084;6.87707
638;1.81587;1.3922;6.7048
639;1.76913;1.36413;6.82113
640;1.90447;1.38767;6.83047
641;1.67607;1.46173;6.607
642;1.95567;1.30367;6.97473
643;1.78793;1.41553;7.59427
644;1.79273;1.355;6.93753
645;1.72267;1.504;6.71887
646;1.89507;1.36893;6.728
647;1.77853;1.43413;7.6034
648;1.76013;1.29447;6.83527
649;1.83927;1.38767;6.77467
650;1.76467;1.3828;6.9796
651;1.8578;1.2852;6.77
652;1.7972;1.29893;6.87233
653;1.80653;1.4062;6.7188
654;1.7228;1.369;6.93287
655;2.0812;1.38753;6.7978
656;1.7414;1.33627;6.88633
657;1.74607;1.34093;6.95167
658;1.76947;1.42027;6.81647
659;1.78353;1.30827;6.8864
660;1.86247;1.39227;6.88187
661;1.71813;1.2944;6.66753
662;1.72287;1.34573;6.71413
663;1.69467;1.35493;6.81173
664;1.84387;1.31293;6.8398
665;2.328;1.36427;6.66747
666;1.80673;2.0396;6.67693
667;1.80193;1.24773;6.812
668;1.76473;1.3642;6.6304
669;1.853;1.34553;7.5244
670;1.7088;1.43393;6.90953
671;1.83907;1.37367;6.83053
672;1.8394;1.3922;7.47293
673;1.7088;1.36407;6.96567
674;1.77407;1.29427;6.85373
675;2.50467;1.36413;6.89573
676;1.8298;1.32687;6.83987
677;1.74587;1.3314;6.84447
678;1.87653;1.39227;7.68713
679;1.85767;1.39207;6.635
680;1.7134;1.3736;6.96093
681;1.77853;1.35487;7.11907
682;1.84833;1.45273;7.46853
683;1.77887;1.37353;6.86773
684;1.81587;2.3234;7.1052
685;1.8066;1.38767;7.02607
686;1.7786;1.97873;7.1332
687;1.82967;1.42947;7.26827
688;1.80187;1.33613;7.1004
689;1.85773;1.4342;7.0168
690;1.74607;1.33147;7.10053
691;1.83433;1.25733;7.217
692;1.71807;1.36393;7.83613
693;1.78773;1.369;7.21713
694;1.75553;1.29907;7.18887
695;1.8112;1.35967;7.2636
696;1.7926;1.313;7.34267
697;1.79707;1.3224;7.1146
698;1.8066;1.46207;7.0912
699;1.8764;1.42467;6.86313
700;1.76473;1.3968;6.88627
701;1.74593;1.38753;6.91907
702;1.7414;1.43887;6.90973
703;1.7928;1.36427;7.06813
704;1.74127;1.3362;7.83613
705;1.77427;1.35953;7.217
706;1.75067;1.36893;7.6918
707;1.82993;1.41553;7.16593
708;1.79727;1.42473;7.95247
709;1.81127;2.00207;7.09593
710;1.774;1.36433;7.15653
711;1.80667;1.327;7.10527
712;1.802;1.34567;7.06793
713;1.8252;1.40147;7.08193
714;1.8064;1.36907;7.08187
715;1.7554;1.39207;7.0122
716;1.69027;1.4202;7.04007
717;1.839;1.31307;7.09593
718;1.76487;1.3688;7.06333
719;1.78293;1.36427;7.1378
720;1.80207;1.313;7.21707
721;1.839;1.4108;7.147
722;1.70893;1.36407;7.11
723;1.8112;1.35953;7.1144
724;2.51433;1.27113;7.17513
725;1.7366;1.3502;7.24013
726;1.68093;1.39213;7.17513
727;1.7414;1.39693;7.7338
728;1.86707;1.34573;6.88647
729;1.82513;1.38753;7.1006
730;1.746;1.4294;6.90967
731;1.8298;1.3314;6.8584
732;1.80187;1.42007;7.068
733;1.87173;1.42473;7.17493
734;1.65727;1.3968;6.96553
735;1.8114;1.42;7.09587
736;1.80187;1.32707;7.23553
737;1.7786;1.39667;7.5568
738;1.8392;1.4342;7.13313
739;2.37933;1.34093;7.0818
740;1.895;1.36433;7.2684
741;1.80653;1.36893;7.31927
742;1.82993;1.34567;7.3146
743;1.85767;1.3596;7.05873
744;1.75547;1.4294;7.31467
745;1.74147;1.42473;7.10047
746;1.816;1.36893;7.2122
747;1.81593;1.35967;7.84087
748;1.84387;1.35953;7.50553
749;1.76467;1.39687;7.54767
750;1.77867;1.4292;7.6034
751;1.87167;1.341;7.52433
752;1.84833;1.4014;7.57533
753;1.81133;1.40147;7.5382
754;1.78327;1.41073;7.6034
755;1.77413;1.3038;7.52893
756;1.746;1.3876;7.58013
757;1.75553;1.39693;7.55227
758;1.77867;1.32227;7.56153
759;1.816;1.4016;8.204
760;1.8016;1.4292;7.55233
761;1.75547;1.2946;7.64987
762;1.76473;1.30847;7.52427
763;1.76467;1.3596;7.59887
764;1.7692;1.4202;7.5662
765;1.7088;1.41527;7.52427
766;1.82053;1.369;7.58007
767;1.83447;1.29907;7.50087
768;1.77393;1.3922;8.30633
769;1.74113;1.2616;7.59887
770;1.97887;1.42947;8.22267
771;1.77853;1.36427;7.52433
772;1.89987;1.39213;7.55233
773;1.78793;1.36427;7.58013
774;1.92287;1.3734;7.59393
775;1.7648;1.39707;7.571
776;1.72733;1.41527;7.55207
777;1.73687;1.35507;7.55707
778;1.7878;1.378;7.53827
779;1.73673;1.35973;7.46833
780;1.86227;1.40607;7.62673
781;1.8114;1.3736;7.54753
782;1.92273;1.42013;7.41273
783;1.85793;1.369;7.41247
784;1.82507;1.38273;7.40327
785;1.85753;1.38747;7.4356
786;1.8812;1.42453;8.85593
787;1.77873;1.40147;7.54287
788;1.85307;1.4016;7.5616
789;1.82033;2.0672;7.54753
790;1.84847;1.34573;7.6266
791;1.76467;1.39693;8.12493
792;1.82067;1.46687;7.60327
793;1.86213;1.37353;7.49187
794;1.84393;1.4014;7.61267
795;1.76453;1.40613;7.5848
796;1.88107;2.0208;7.52873
797;1.84833;1.36887;7.58487
798;1.8346;1.39707;7.5988
799;1.8622;1.40133;7.55233
800;1.87187;1.3644;7.53813
801;1.79247;1.33627;7.6222
802;1.8672;1.2992;7.53353
803;1.88567;1.4434;7.58967
804;1.7644;1.38287;7.63127
805;1.788;1.37347;8.24127
806;1.86707;1.36887;7.58493
807;1.8906;1.34567;7.56613
808;1.8672;1.4014;7.69647
809;1.86713;1.40153;7.47773
810;1.78327;1.45253;7.65947
811;1.89973;1.40627;7.68707
812;1.70887;1.35953;7.7478
813;1.91373;1.4202;7.70133
814;1.74593;1.3734;7.8876
815;1.88093;1.30373;7.66393
816;1.8438;1.39673;7.63613
817;1.71807;1.42487;8.32513
818;1.83927;1.38727;8.54853
819;1.7086;1.4668;7.75693
820;1.83927;2.18353;7.8594
821;1.8532;1.4202;7.87333
822;1.79253;1.33173;7.74287
823;1.6622;1.37353;7.69207
824;1.909;1.39687;7.94327
825;1.78327;1.30827;7.90167
826;1.80647;1.26667;7.88293
827;1.85313;1.37807;8.03647
828;1.85313;1.30847;7.78033
